E12-06-102,2016-02,2018-12,1206102,1
E12-10-011,2018-11,2022-12,1210011,1
E12-19-003,2021-11,2021-12,1219003,1
E12-13-008,2022-06,2022-08,1213008,1
E12-12-002,2019-02,N/A,1212002,1
